šport;država;liga;stavina;dan;polčas;tip;hc;tot;igralnaKvota;razlika;profit
soccer;Ciper;Cyprus 1st D;2;1;0;2;NULL;NULL;2,35;0,035;1,35
Basketball;Italija;Italy Lega A;2;1;0;2;NULL;NULL;1,65;0,032;-1,00
Basketball;Italija;Italy Lega A;2;1;0;2;NULL;NULL;2,00;0,033;-1,00
soccer;Ekvador;Ecuador A;2;1;0;2;NULL;NULL;2,00;0,037;-1,00
Basketball;Mednarodni;Adriatic;1;1;0;2;NULL;NULL;1,50;0,039;0,50
soccer;Španija;Segunda Liga;1;1;0;2;NULL;NULL;2,50;0,042;-1,00
soccer;Španija;La Liga;2;1;1;4;NULL;1,50;1,50;0,034;0,50
soccer;Italija;Serie A;x2;1;0;2;NULL;NULL;2,43;0,036;-1,00
soccer;Italija;Serie A;2;1;1;4;NULL;1,50;1,55;0,038;0,55
Basketball;Mednarodni;Adriatic;2;1;0;2;NULL;NULL;1,35;0,057;0,35
soccer;Brazilija;Brazil Ser A;1;1;0;2;NULL;NULL;1,75;0,032;-1,00
Baseball;ZDA;MLB;2;1;0;4;NULL;7,50;1,85;0,037;0,85
Baseball;ZDA;MLB;2;1;0;4;NULL;8,50;1,80;0,041;0,80
soccer;ZDA;USA (NASL);1;1;0;2;NULL;NULL;1,90;0,046;-1,00
tennis;svet;MChinaOpenR1;1;2;0;2;1,50;NULL;5,00;0,063;4,00
tennis;svet;MChinaOpenR1;2;2;0;2;1,50;NULL;3,10;0,031;-1,00
Basketball;Avstrija;Austria OBL;1;2;0;2;NULL;NULL;1,50;0,04;0,50
tennis;svet;MSaoPaulo R1;1;2;0;2;0,00;NULL;1,85;0,039;0,85
soccer;Švica;Swiss 2;2;2;0;2;NULL;NULL;3,40;0,049;-1,00
soccer;Izrael;Israel Prem;1;2;0;4;NULL;2,50;2,06;0,038;1,06
Basketball;Italija;Italy Lega A;2;2;0;2;NULL;NULL;1,65;0,031;0,65
Basketball;Mednarodni;Adriatic;1;2;0;2;NULL;NULL;2,45;0,054;1,45
tennis;svet;Rakuten R1;1;3;0;2;1,50;NULL;1,95;0,045;0,95
tennis;svet;Rakuten R1;1;3;0;2;0,00;NULL;3,40;0,047;-1,00
tennis;svet;WChinaOpenR2;2;3;0;2;-1,50;NULL;4,30;0,033;-1,00
tennis;svet;WChinaOpenR2;2;3;1;2;0,00;NULL;2,90;0,032;-1,00
tennis;svet;WChinaOpenR2;2;3;0;2;-1,50;NULL;1,95;0,043;-1,00
tennis;svet;WChinaOpenR2;2;3;1;2;0,00;NULL;2,90;0,032;-1,00
Basketball;Mednarodni;Adriatic;2;3;0;2;NULL;NULL;1,50;0,081;0,50
soccer;Anglija;EngJP Trophy;1;3;0;2;NULL;NULL;2,35;0,035;1,35
Handball;Mednarodni;SEHA League;1;3;0;2;NULL;NULL;6,65;0,038;-1,00
Basketball;Francija;France ProA;1;3;0;2;NULL;NULL;1,50;0,04;0,50
Basketball;Francija;France ProA;2;3;0;2;NULL;NULL;1,60;0,035;0,60
Basketball;Mednarodni;NBA Eur Tour;2;3;0;2;NULL;NULL;3,40;0,206;-1,00
Basketball;Francija;France ProA;1;3;0;2;NULL;NULL;1,35;0,035;-1,00
soccer;Anglija;Eng. Conf.;1;3;0;2;NULL;NULL;1,65;0,042;0,65
Basketball;Mednarodni;Adriatic;1;3;0;2;NULL;NULL;1,60;0,035;0,60
soccer;Brazilija;Brazil Ser B;1;4;0;2;NULL;NULL;2,20;0,033;-1,00
tennis;svet;M Medellin16;1;4;0;2;0,00;NULL;1,16;0,033;0,16
Basketball;Poljska;Poland S Cup;2;4;0;2;NULL;NULL;1,55;0,033;0,55
Basketball;Turčija;Turkey S Cup;1;4;0;2;NULL;NULL;2,55;0,051;-1,00
Basketball;Mednarodni;Euro VTB L;2;4;0;2;NULL;NULL;1,30;0,031;-1,00
Handball;Mednarodni;EuroCh Q W;2;4;0;2;NULL;NULL;4,35;0,039;-1,00
soccer;Mednarodni;UEFA W. CUP;1;4;0;2;NULL;NULL;3,05;0,031;-1,00
Basketball;Nemčija;Ger - Bund 1;1;4;0;2;NULL;NULL;1,90;0,034;-1,00
Basketball;Nemčija;Ger - Bund 1;1;4;0;2;NULL;NULL;1,55;0,037;0,55
Basketball;Nemčija;Ger - Bund 1;1;4;0;2;NULL;NULL;1,30;0,033;-1,00
soccer;Mednarodni;UEFA W. CUP;1;4;0;2;NULL;NULL;1,40;0,042;-1,00
tennis;svet;M Medellin16;1;4;0;2;0,00;NULL;1,16;0,033;0,16
soccer;Anglija;Eng. Conf.;2;4;1;4;NULL;1,50;1,60;0,031;-1,00
Basketball;Mednarodni;Adriatic;1;4;0;2;NULL;NULL;1,25;0,047;0,25
soccer;Mednarodni;FIFA WCQ Asi;1x;5;0;2;NULL;NULL;2,90;0,05;1,90
soccer;Mednarodni;Intl Friendl;1;5;0;2;NULL;NULL;1,45;0,045;0,45
soccer;Mednarodni;Intl Friendl;1;5;1;2;NULL;NULL;1,88;0,038;-1,00
soccer;Mednarodni;Intl Friendl;1;5;0;2;-1,00;NULL;2,17;0,049;1,17
Basketball;J.Koreja;Korean BL;2;5;0;2;NULL;NULL;2,05;0,032;-1,00
soccer;Mednarodni;FIFA WCQ Asi;2;5;0;2;NULL;NULL;1,65;0,032;-1,00
Hockey;Rusija;Russia VHL 3;2;5;0;4;NULL;4,50;1,70;0,041;0,70
soccer;Mednarodni;Club Friendl;1;5;0;2;NULL;NULL;1,55;0,039;0,55
soccer;Mednarodni;Club Friendl;2;5;0;2;NULL;NULL;2,50;0,035;-1,00
soccer;Mednarodni;UEFA U21ChII;1;5;0;2;NULL;NULL;1,45;0,033;0,45
Basketball;Mednarodni;Euro VTB L;1;5;0;2;NULL;NULL;1,80;0,033;-1,00
soccer;Mednarodni;UEFA U21 Ch.;2;5;1;4;NULL;1,50;1,50;0,037;0,50
Basketball;Mednarodni;Euro VTB L;2;5;0;2;NULL;NULL;2,00;0,038;1,00
soccer;Mednarodni;UEFA U21ChII;1;5;0;2;NULL;NULL;1,50;0,041;0,50
soccer;Mednarodni;UEFA EURO-Q;2;5;0;2;0,00;NULL;1,95;0,033;0,95
Basketball;Italija;Italy Lega A;2;5;0;2;NULL;NULL;1,65;0,043;-1,00
soccer;Mednarodni;UEFA EURO-Q;2;5;0;2;NULL;NULL;1,50;0,031;-1,00
soccer;Mednarodni;FIFA WCQ SAm;2;5;0;2;NULL;NULL;2,70;0,031;1,70
soccer;Mednarodni;FIFA WCQ SAm;2;5;0;4;NULL;2,50;1,70;0,048;0,70
soccer;Mednarodni;FIFA WCQ SAm;x2;5;0;2;NULL;NULL;2,75;0,031;-1,00
soccer;Mednarodni;FIFA WCQ SAm;2;5;0;4;NULL;2,50;1,60;0,032;0,60
Basketball;J.Koreja;Korean BL;2;6;0;2;NULL;NULL;2,50;0,058;-1,00
tennis;svet;WChinaOpenQF;1;6;0;2;1,50;NULL;1,85;0,031;-1,00
tennis;svet;MChinaOpenQF;1;6;0;2;1,50;NULL;2,30;0,037;-1,00
Basketball;Avstralija;Aussie NBL;2;6;0;2;NULL;NULL;1,80;0,043;0,80
soccer;Mednarodni;UEFA U21ChII;2;6;0;2;NULL;NULL;2,15;0,032;1,15
tennis;svet;MChinaOpenQF;1;6;0;2;1,50;NULL;3,50;0,031;-1,00
soccer;Mednarodni;FIFA WCQ Afr;2;6;0;2;NULL;NULL;1,45;0,033;0,45
soccer;Mednarodni;Club Friendl;2;6;0;2;NULL;NULL;3,75;0,034;-1,00
soccer;Mednarodni;Club Friendl;1;6;0;2;NULL;NULL;1,70;0,036;0,70
Basketball;Mednarodni;Adriatic;2;6;0;2;NULL;NULL;1,25;0,031;-1,00
soccer;Mednarodni;Club Friendl;1x;6;0;2;NULL;NULL;3,75;0,083;-1,00
soccer;Mednarodni;Club Friendl;2;6;0;4;NULL;2,50;2,70;0,044;-1,00
Basketball;Hrvaška;Croatian;2;6;0;2;NULL;NULL;1,70;0,119;0,70
soccer;Mednarodni;Club Friendl;2;6;0;4;NULL;2,50;2,15;0,032;-1,00
soccer;Mednarodni;Intl Friendl;1;6;0;4;NULL;2,50;2,20;0,037;1,20
tennis;svet;M Sacra QF;1;6;0;2;0,00;NULL;1,80;0,04;-1,00
Basketball;Mednarodni;Adriatic;1;6;0;2;NULL;NULL;1,90;0,073;-1,00
Basketball;Francija;France ProA;2;6;0;2;NULL;NULL;1,65;0,036;0,65
soccer;Irska;Irish;2;6;0;2;NULL;NULL;2,30;0,098;-1,00
soccer;Irska;Irish;2;6;0;2;NULL;NULL;4,50;0,038;-1,00
soccer;Mednarodni;UEFA EURO-Q;2;6;0;2;NULL;NULL;2,55;0,034;1,55
Basketball;ZDA;WNBA;1;7;0;2;NULL;NULL;1,85;0,031;-1,00
tennis;svet;MChinaOpenQF;2;7;0;2;-1,50;NULL;1,80;0,037;0,80
soccer;Japonska;J2 League;2;7;0;4;NULL;2,50;1,50;0,037;-1,00
soccer;Japonska;J2 League;2;7;0;4;NULL;2,50;1,55;0,038;0,55
soccer;Japonska;J2 League;1;7;0;2;NULL;NULL;2,20;0,043;-1,00
Basketball;Avstralija;Aussie NBL;2;7;0;2;NULL;NULL;2,10;0,033;-1,00
Basketball;J.Koreja;Korean BL;1;7;0;2;NULL;NULL;1,62;0,044;0,62
soccer;Japonska;J2 League;2;7;0;4;NULL;2,50;1,60;0,032;0,60
Basketball;Turčija;Turkey TBL;2;7;0;2;NULL;NULL;1,35;0,038;0,35
Basketball;Poljska;Polish Liga;2;7;0;2;NULL;NULL;2,85;0,056;1,85
Hockey;Rusija;Russia VHL 3;1;7;0;2;NULL;NULL;1,95;0,031;0,95
soccer;Švedska;Sweden North;x2;7;0;2;NULL;NULL;2,07;0,04;-1,00
tennis;svet;M Mons SF;2;7;0;2;0,00;NULL;1,55;0,042;0,55
soccer;Indija;India SL;2;7;0;2;NULL;NULL;3,25;0,041;-1,00
Basketball;Turčija;Turkey TBL;1;7;0;2;NULL;NULL;1,95;0,031;-1,00
soccer;Anglija;Eng L2;1;7;0;2;NULL;NULL;2,45;0,037;-1,00
soccer;Anglija;Eng L2;2;7;0;2;NULL;NULL;3,25;0,031;2,25
soccer;Anglija;Eng L1;2;7;0;4;NULL;2,50;1,86;0,042;-1,00
soccer;Anglija;Eng L1;2;7;1;4;NULL;1,50;1,45;0,038;0,45
soccer;Škotska;Scot Cha Cup;2;7;0;2;0,00;NULL;2,22;0,031;-1,00
soccer;Anglija;Eng. Conf.;2;7;0;2;0,00;NULL;2,26;0,035;-1,00
Hockey;Finska;Finland SM 3;1;7;0;2;-1,00;NULL;2,43;0,129;1,43
Hockey;Finska;Finland SM 3;1;7;0;2;NULL;NULL;1,90;0,164;0,90
Basketball;Srbija;Serbia NaLig;1;7;0;2;NULL;NULL;1,30;0,04;0,30
Basketball;Mednarodni;Adriatic;1;7;0;2;NULL;NULL;1,50;0,045;0,50
Basketball;Avstrija;Austria OBL;1;7;0;2;NULL;NULL;1,25;0,038;0,25
Basketball;Hrvaška;Croatian;1;7;0;2;NULL;NULL;1,40;0,041;0,40
Basketball;Srbija;Serbia NaLig;1;7;0;2;NULL;NULL;1,50;0,142;0,50
Basketball;Francija;France ProA;1;7;0;2;NULL;NULL;1,85;0,034;-1,00
Basketball;Nemčija;Ger - Bund 1;1;7;0;2;NULL;NULL;1,45;0,036;-1,00
Basketball;Hrvaška;Croatian;1;7;0;2;NULL;NULL;1,70;0,058;-1,00
Basketball;Hrvaška;Croatian;1;7;0;2;NULL;NULL;1,50;0,034;0,50
Handball;Nemčija;GerBundes 3;2;7;0;2;NULL;NULL;1,60;0,031;0,60
Basketball;Francija;France ProA;2;7;0;2;NULL;NULL;1,95;0,037;-1,00
Basketball;Mednarodni;Adriatic;1;7;0;2;NULL;NULL;1,55;0,035;0,55
Hockey;ZDA;NHL Reg Time;2;7;0;2;NULL;NULL;1,95;0,033;0,95
Basketball;Španija;Spain ACB;1;7;0;2;NULL;NULL;1,40;0,032;0,40
Hockey;Švica;Switz NL A 3;1;7;0;2;NULL;NULL;3,65;0,031;2,65
Basketball;Francija;France ProA;1;7;0;2;NULL;NULL;1,50;0,031;-1,00
Basketball;Francija;France ProA;1;7;0;2;NULL;NULL;1,42;0,056;0,42
soccer;Italija;Serie B;2;7;0;2;NULL;NULL;2,45;0,04;1,45
soccer;Italija;Serie B;2;7;0;2;0,00;NULL;2,03;0,042;1,03
soccer;Italija;Italy L Pro;2;7;0;4;NULL;2,50;1,65;0,032;0,65
soccer;ZDA;USA (MLS);2;7;0;2;NULL;NULL;2,85;0,033;1,85
soccer;ZDA;USA (MLS);2;7;0;2;0,00;NULL;2,07;0,04;1,07
soccer;ZDA;USA (MLS);2;7;1;4;NULL;1,50;1,55;0,035;0,55
Hockey;ZDA;NHL Reg Time;2;1;0;2;NULL;NULL;2,40;0,031;-1,00
tennis;svet;Shang Qual;2;1;0;2;0,00;NULL;1,23;0,045;-1,00
soccer;Italija;Serie B;1;1;0;2;NULL;NULL;1,85;0,051;0,85
Basketball;Španija;Spain ACB;1;1;0;2;NULL;NULL;1,50;0,037;0,50
Basketball;Španija;Spain ACB;1;1;0;2;NULL;NULL;2,65;0,043;-1,00
Basketball;Španija;Spain ACB;1;1;0;2;NULL;NULL;2,60;0,036;-1,00
soccer;Mednarodni;UEFA U21ChII;2;1;0;4;NULL;2,50;1,60;0,035;-1,00
soccer;Mednarodni;UEFA U21ChII;x2;1;0;2;NULL;NULL;2,45;0,038;1,45
tennis;svet;M Mons F;2;1;0;2;0,00;NULL;1,80;0,033;0,80
soccer;Italija;Serie B;2;1;0;2;NULL;NULL;4,10;0,031;-1,00
soccer;Norveška;Norwegian 1;1;1;0;2;NULL;NULL;2,30;0,044;1,30
Handball;Mednarodni;Eur Champ L;1;1;0;2;NULL;NULL;1,95;0,043;-1,00
Hockey;Norveška;Nor GET L 3;2;1;0;2;NULL;NULL;1,75;0,033;0,75
Basketball;Avstrija;Austria OBL;1;1;0;2;NULL;NULL;1,72;0,034;-1,00
Basketball;Mednarodni;Adriatic;2;1;0;2;NULL;NULL;1,55;0,088;0,55
soccer;Švedska;Sweden North;2;1;0;2;NULL;NULL;1,80;0,035;-1,00
Basketball;Poljska;Polish Liga;1;1;0;2;NULL;NULL;2,05;0,032;1,05
Basketball;Španija;Spain ACB;2;1;0;2;NULL;NULL;5,00;0,034;4,00
soccer;Mednarodni;UEFA EURO-Q;2;1;0;4;NULL;2,50;1,60;0,037;-1,00
soccer;Mednarodni;UEFA EURO-Q;2;1;0;4;NULL;2,50;1,55;0,039;-1,00
Basketball;Italija;Italy Lega A;1;1;0;2;NULL;NULL;1,30;0,035;0,30
Basketball;Avstrija;Austria OBL;2;1;0;2;NULL;NULL;2,44;0,048;1,44
Basketball;Mednarodni;Adriatic;1;1;0;2;NULL;NULL;1,96;0,034;0,96
Basketball;Španija;Spain ACB;1;1;0;2;NULL;NULL;2,15;0,057;-1,00
soccer;Španija;Segunda Liga;1;1;0;2;NULL;NULL;1,85;0,034;-1,00
soccer;Mednarodni;Intl Friendl;2;1;0;4;NULL;2,50;1,85;0,045;-1,00
soccer;Mednarodni;Intl Friendl;2;1;1;4;NULL;1,50;1,45;0,033;-1,00
tennis;svet;M Ho Chi R1;1;2;0;2;0,00;NULL;1,35;0,061;0,35
tennis;svet;M Tashk R1;1;2;0;2;0,00;NULL;1,55;0,033;0,55
tennis;svet;M Ho Chi R1;2;2;0;2;0,00;NULL;1,60;0,039;-1,00
Basketball;Mednarodni;Adriatic;1;2;0;2;NULL;NULL;2,16;0,037;-1,00
Basketball;Češka;Czech Mat;1;2;0;2;NULL;NULL;1,38;0,04;-1,00
tennis;svet;M Corrien R1;1;2;0;2;0,00;NULL;1,52;0,046;0,52
soccer;Mednarodni;Club Friendl;2;2;0;2;NULL;NULL;1,95;0,069;-1,00
soccer;Mednarodni;UEFA U21ChII;1;2;0;2;NULL;NULL;1,85;0,034;-1,00
soccer;Mednarodni;UEFA EURO-Q;2;2;1;4;NULL;1,50;1,52;0,033;-1,00
soccer;Mednarodni;UEFA EURO-Q;1x;2;0;2;NULL;NULL;3,85;0,034;-1,00
soccer;Mednarodni;UEFA EURO-Q;1x;2;0;2;NULL;NULL;2,33;0,038;-1,00
Hockey;ZDA;NHL Reg Time;2;2;0;2;NULL;NULL;2,20;0,036;-1,00
soccer;Mednarodni;Intl Friendl;x2;2;0;2;NULL;NULL;2,10;0,035;1,10
Baseball;ZDA;MLB;1;2;0;4;NULL;6,50;1,75;0,038;0,75
tennis;svet;M Ho Chi R1;1;3;0;2;0,00;NULL;1,45;0,038;0,45
tennis;svet;Tianjin R1;1;3;0;2;1,50;NULL;4,30;0,039;3,30
tennis;svet;M Tashk R1;2;3;0;2;0,00;NULL;2,00;0,064;1,00
tennis;svet;M Tashk R1;1;3;0;2;0,00;NULL;1,23;0,032;0,23
tennis;svet;M Tashk R1;1;3;0;2;0,00;NULL;1,55;0,033;0,55
tennis;svet;M Tashk R1;2;3;0;2;0,00;NULL;1,80;0,032;-1,00
soccer;Mednarodni;FIFA WCQ Asi;2;3;1;4;NULL;1,50;1,50;0,037;0,50
tennis;svet;M Casabla R1;2;3;0;2;0,00;NULL;1,85;0,032;-1,00
Basketball;J.Koreja;Korean BL;2;3;0;2;NULL;NULL;2,30;0,035;-1,00
tennis;svet;M Rennes R1;2;3;0;2;0,00;NULL;1,40;0,032;0,40
soccer;Mednarodni;Intl Friendl;1;3;0;2;NULL;NULL;1,70;0,047;0,70
tennis;svet;Linz R1;2;3;0;2;0,00;NULL;1,85;0,037;0,85
soccer;Mednarodni;FIFA WCQ Asi;1;3;0;4;NULL;2,50;1,70;0,032;0,70
soccer;Madžarska;Hungary Cup;2;3;0;2;NULL;NULL;3,60;0,116;2,60
Basketball;Mednarodni;Euro VTB L;1;3;0;2;NULL;NULL;1,45;0,036;-1,00
soccer;Mednarodni;UEFA U19ChIl;1;3;0;2;NULL;NULL;2,15;0,037;1,15
soccer;Mednarodni;UEFA U19ChIl;2;3;0;2;NULL;NULL;3,50;0,037;2,50
soccer;Mednarodni;FIFA WCQ Afr;2;3;0;4;NULL;2,50;1,95;0,038;0,95
soccer;Mednarodni;FIFA WCQ Afr;2;3;1;4;NULL;1,50;1,52;0,034;0,52
tennis;svet;M Corrien R1;1;3;0;2;0,00;NULL;1,90;0,032;0,90
soccer;Indija;India SL;2;3;0;4;NULL;2,50;1,60;0,034;-1,00
soccer;Mednarodni;FIFA WCQ Asi;2;3;1;4;NULL;1,50;1,60;0,034;0,60
soccer;Mednarodni;UEFA U21ChII;1;3;0;2;0,00;NULL;2,34;0,054;-1,00
Basketball;Mednarodni;Adriatic;1;3;0;2;NULL;NULL;1,80;0,036;0,80
soccer;Mednarodni;Intl F U21;1;3;0;2;NULL;NULL;2,00;0,037;-1,00
soccer;Mednarodni;Intl F U21;2;3;1;4;NULL;1,50;1,60;0,046;0,60
soccer;Mednarodni;UEFA U21ChII;2;3;0;2;1,00;NULL;1,89;0,033;0,89
soccer;Mednarodni;UEFA U21ChII;2;3;0;2;NULL;NULL;1,25;0,034;0,25
soccer;Mednarodni;UEFA U21ChII;2;3;0;2;NULL;NULL;2,05;0,037;1,05
soccer;Mednarodni;FIFA WCQ Afr;2;3;0;4;NULL;2,50;1,65;0,042;0,65
tennis;svet;M Corrien R1;2;3;0;2;0,00;NULL;2,00;0,036;1,00
tennis;svet;Linz R1;1;3;0;2;-1,50;NULL;2,70;0,031;-1,00
soccer;Danska;Danish Cup;1;3;0;2;NULL;NULL;2,60;0,032;-1,00
Hockey;Avstrija;Austri EHL 3;2;3;0;2;NULL;NULL;2,30;0,032;1,30
Basketball;Mednarodni;Eurocup;2;3;0;2;NULL;NULL;1,35;0,042;0,35
soccer;Anglija;Eng. Conf.;2;3;0;4;NULL;2,50;2,06;0,035;-1,00
soccer;Anglija;Eng. Conf.;2;3;1;4;NULL;1,50;1,60;0,061;0,60
Basketball;Mednarodni;Adriatic;1;3;0;2;NULL;NULL;1,60;0,053;0,60
Basketball;Mednarodni;Eurocup;2;3;0;2;NULL;NULL;1,80;0,038;0,80
tennis;svet;M FairF R1;2;3;0;2;0,00;NULL;1,50;0,049;0,50
soccer;Mednarodni;FIFA WCQ SAm;1;3;0;4;NULL;2,50;1,80;0,037;-1,00
soccer;Mednarodni;FIFA WCQ SAm;x2;3;0;2;NULL;NULL;1,74;0,034;-1,00
Hockey;ZDA;NHL Reg Time;2;4;0;2;NULL;NULL;2,20;0,034;1,20
soccer;Mednarodni;FIFA WCQ SAm;2;4;0;4;NULL;2,50;1,50;0,039;-1,00
soccer;Mednarodni;Intl Friendl;2;4;0;4;NULL;2,50;1,55;0,036;0,55
Basketball;Avstralija;Aussie WNBL;1;4;0;2;NULL;NULL;1,70;0,038;0,70
Basketball;Avstralija;Aussie NBL;1;4;0;2;NULL;NULL;1,90;0,034;0,90
Basketball;J.Koreja;Korean BL;2;4;0;2;NULL;NULL;1,80;0,033;0,80
soccer;Japonska;Japan Cup;2;4;0;2;NULL;NULL;7,00;0,033;-1,00
soccer;Japonska;Japan Cup;1;4;0;2;NULL;NULL;3,85;0,037;2,85
soccer;Japonska;Japan Cup;2;4;0;2;NULL;NULL;1,50;0,037;-1,00
soccer;Japonska;Japan Cup;2;4;0;4;NULL;2,50;2,00;0,043;1,00
soccer;J. Koreja;Korea FA Cup;2;4;0;4;NULL;2,50;1,55;0,036;0,55
soccer;J. Koreja;Korea FA Cup;2;4;0;4;NULL;2,50;1,75;0,031;-1,00
tennis;svet;M Casabla 16;1;4;0;2;0,00;NULL;1,55;0,055;0,55
soccer;Srbija;Serbia SL;1;4;0;2;NULL;NULL;2,40;0,033;1,40
soccer;Slovaška;Slovakia Cup;1;4;0;2;NULL;NULL;2,25;0,035;-1,00
Basketball;Mednarodni;Euroleague W;1;4;0;2;NULL;NULL;1,45;0,037;0,45
soccer;Srbija;Serbia SL;1x;4;0;2;NULL;NULL;2,80;0,04;1,80
soccer;Srbija;Serbia SL;2;4;0;4;NULL;2,50;2,20;0,031;-1,00
Basketball;Mednarodni;Eurocup;2;4;0;2;NULL;NULL;1,50;0,031;0,50
Basketball;Mednarodni;Eurocup;1;4;0;2;NULL;NULL;1,42;0,032;0,42
Basketball;Mednarodni;Eurocup;2;4;0;2;NULL;NULL;4,35;0,032;-1,00
Basketball;Mednarodni;Eurocup;1;4;0;2;NULL;NULL;1,70;0,039;-1,00
Basketball;Mednarodni;Euroleague W;2;4;0;2;NULL;NULL;1,85;0,041;-1,00
Basketball;Mednarodni;Euroleague W;2;4;0;2;NULL;NULL;2,45;0,031;-1,00
tennis;svet;M Corrien 16;1;4;0;2;0,00;NULL;1,30;0,045;0,30
Basketball;Poljska;Polish Liga;1;4;0;2;NULL;NULL;1,25;0,035;-1,00
Basketball;Poljska;Polish Liga;1;4;0;2;NULL;NULL;2,20;0,034;1,20
tennis;svet;M FairF 16;1;4;0;2;0,00;NULL;1,70;0,048;0,70
Basketball;Mednarodni;Euroleague W;2;4;0;2;NULL;NULL;2,35;0,042;1,35
Basketball;Mednarodni;Eurocup;2;4;0;2;NULL;NULL;2,00;0,033;-1,00
Basketball;Mednarodni;Eurocup;2;4;0;2;NULL;NULL;1,90;0,034;-1,00
soccer;Španija;Spain Cup;2;4;0;2;NULL;NULL;3,55;0,031;-1,00
soccer;Danska;Danish 1;2;4;0;2;NULL;NULL;2,55;0,04;1,55
soccer;Španija;Spain Cup;1;4;0;2;NULL;NULL;1,95;0,031;0,95
soccer;Brazilija;Brazil Ser A;1;5;0;4;NULL;2,50;1,88;0,035;0,88
soccer;ZDA;USA (MLS);2;5;0;4;NULL;2,50;2,38;0,031;-1,00
tennis;svet;M Tashk R16;2;5;0;2;0,00;NULL;3,20;0,05;-1,00
tennis;svet;Linz R16;1;5;0;2;0,00;NULL;1,65;0,083;0,65
tennis;svet;Linz R16;1;5;1;2;0,00;NULL;1,75;0,066;0,75
tennis;svet;Linz R16;1;5;0;2;-1,50;NULL;2,70;0,101;1,70
Hockey;Rusija;Russia VHL 3;1;5;0;2;NULL;NULL;2,10;0,034;1,10
soccer;Indija;India SL;1;5;0;2;NULL;NULL;3,05;0,041;-1,00
soccer;Iran;Iran PL;2;5;0;2;NULL;NULL;3,00;0,035;-1,00
soccer;Finska;Finnish V;1;5;0;4;NULL;2,50;1,70;0,039;-1,00
tennis;svet;W HongK QF;2;6;0;2;-1,50;NULL;2,30;0,037;-1,00
soccer;Iran;Iran PL;2;6;0;2;NULL;NULL;8,00;0,037;-1,00
Hockey;Slovaška;Slovak ExL 3;1;6;0;2;NULL;NULL;1,75;0,038;0,75
Hockey;Rusija;Russia KHL 3;2;6;0;4;NULL;4,50;1,70;0,032;-1,00
Basketball;Srbija;Serbia NaLig;1;6;0;2;NULL;NULL;1,25;0,037;0,25
soccer;Slovenija;SloveniaPrva;2;6;0;2;0,00;NULL;2,19;0,036;1,19
Basketball;Avstrija;Austria OBL;2;6;0;2;NULL;NULL;1,30;0,036;0,30
Basketball;Avstrija;Austria OBL;1;6;0;2;NULL;NULL;1,55;0,052;-1,00
Basketball;Avstrija;Austria OBL;2;6;0;2;NULL;NULL;2,00;0,033;-1,00
tennis;svet;M FairF QF;2;6;0;2;0,00;NULL;1,50;0,033;0,50
Basketball;Srbija;Serbia NaLig;1;6;0;2;NULL;NULL;1,60;0,035;0,60
soccer;Francija;French 2;2;6;0;2;0,00;NULL;1,87;0,048;0,87
Basketball;Mednarodni;Euroleague;2;6;0;2;NULL;NULL;1,50;0,037;0,50
Basketball;Mednarodni;Adriatic;1;6;0;2;NULL;NULL;1,50;0,077;0,50
Handball;Mednarodni;Eur EHF Cup;1;6;0;2;NULL;NULL;1,30;0,044;0,30
soccer;Mehika;Mexican;2;7;0;2;0,00;NULL;2,05;0,045;1,05
Basketball;J.Koreja;Korean BL;2;7;0;2;NULL;NULL;1,70;0,086;-1,00
soccer;Japonska;J-League;1;7;0;2;NULL;NULL;1,67;0,031;0,67
Basketball;Avstralija;Aussie NBL;2;7;0;2;NULL;NULL;2,60;0,036;1,60
Basketball;J.Koreja;Korean BL;2;7;0;2;NULL;NULL;1,52;0,049;0,52
Basketball;Avstralija;Aussie WNBL;2;7;0;2;NULL;NULL;1,40;0,039;0,40
tennis;svet;M Tashk F;2;7;1;2;0,00;NULL;1,65;0,032;0,65
soccer;Turčija;Turkey 2;2;7;0;2;NULL;NULL;4,00;0,032;-1,00
tennis;svet;M Rennes SF;2;7;0;2;1,50;NULL;2,70;0,036;-1,00
soccer;Švedska;Sweden South;1;7;0;2;NULL;NULL;1,95;0,032;0,95
soccer;Hrvaška;Croati 1.HNL;2;7;0;4;NULL;2,50;1,80;0,033;-1,00
soccer;Severna Irska;N. Ireland P;1;7;0;2;NULL;NULL;7,50;0,032;-1,00
soccer;Anglija;Eng L2;1;7;0;2;NULL;NULL;2,35;0,032;1,35
Basketball;Turčija;Turkey TBL;1;7;0;2;NULL;NULL;1,70;0,045;0,70
soccer;Portugalska;Portugal Cup;1;7;0;2;NULL;NULL;2,30;0,032;-1,00
soccer;Škotska;Scot 2;2;7;0;2;NULL;NULL;2,50;0,04;-1,00
soccer;Anglija;Eng L2;2;7;1;4;NULL;1,50;1,50;0,031;0,50
soccer;Škotska;Scot 1;2;7;1;4;NULL;1,50;1,52;0,034;0,52
soccer;Škotska;Scot 3;2;7;1;4;NULL;1,50;1,65;0,037;0,65
Basketball;Hrvaška;Croatian;2;7;0;2;NULL;NULL;1,60;0,05;0,60
soccer;Slovaška;Slovakia CL;1;7;0;2;NULL;NULL;1,80;0,033;-1,00
Basketball;Mednarodni;Adriatic;1;7;0;2;NULL;NULL;1,93;0,034;0,93
