šport;država;liga;stavina;dan;polčas;tip;hc;tot;igralnaKvota;razlika;profit
Hockey;Mednarodni;Europe CF 3;1;1;0;2;NULL;NULL;2,05;0,061;1,05
Basketball;Mednarodni;World Int Fr;2;1;0;2;NULL;NULL;12,00;0,055;-1,00
soccer;Švedska;Sweden South;1;2;0;2;NULL;NULL;1,35;0,038;0,35
soccer;Nizozemska;Dutch 2;2;2;1;4;NULL;1,50;1,60;0,033;-1,00
soccer;Nizozemska;Dutch 2;1;2;0;2;NULL;NULL;2,90;0,058;-1,00
soccer;Nizozemska;Dutch 2;1;2;0;2;NULL;NULL;1,70;0,044;-1,00
soccer;Portugalska;Portuguese;2;2;0;4;NULL;2,50;1,47;0,032;-1,00
soccer;Islandija;Icelandic;2;2;1;4;NULL;1,50;1,60;0,05;0,60
Basketball;Mednarodni;World Int Fr;2;2;0;2;NULL;NULL;1,35;0,045;0,35
Basketball;Mednarodni;World Int Fr;1;3;0;2;NULL;NULL;3,30;0,04;-1,00
soccer;Ekvador;Ecuador A;2;3;0;4;NULL;2,50;1,65;0,042;-1,00
tennis;svet;M Manerb R1;1;3;0;2;0,00;NULL;1,65;0,031;0,65
tennis;svet;Winston R2;2;3;1;2;0,00;NULL;1,70;0,036;0,70
tennis;svet;Winston R2;2;3;0;2;1,50;NULL;1,40;0,044;0,40
soccer;Nemčija;Bundesliga 3;2;3;0;2;NULL;NULL;3,40;0,036;-1,00
soccer;Nemčija;Bundesliga 3;2;3;0;2;NULL;NULL;3,65;0,031;2,65
soccer;Mednarodni;Club Friendl;2;3;0;2;NULL;NULL;3,00;0,033;-1,00
soccer;Anglija;EngCarlingCu;1;3;0;2;NULL;NULL;2,85;0,033;-1,00
soccer;Anglija;EngCarlingCu;1;3;0;2;NULL;NULL;1,50;0,032;-1,00
soccer;Anglija;EngCarlingCu;2;3;0;2;NULL;NULL;3,60;0,037;-1,00
soccer;Anglija;EngCarlingCu;2;3;0;2;NULL;NULL;3,70;0,047;2,70
soccer;Anglija;EngCarlingCu;1;3;0;2;NULL;NULL;2,40;0,036;1,40
Basketball;Mednarodni;World Int Fr;2;4;0;2;NULL;NULL;1,50;0,038;-1,00
soccer;Mednarodni;CONCACAF CL;1;4;0;2;NULL;NULL;1,80;0,047;0,80
soccer;Avstralija;Aus FFA Cup;1;4;0;2;NULL;NULL;2,25;0,033;-1,00
soccer;Mednarodni;AFC CL;2;4;0;4;NULL;2,50;1,98;0,046;0,98
soccer;Mednarodni;AFC CL;2;4;1;4;NULL;1,50;1,55;0,068;0,55
soccer;J. Koreja;Korea Chal;1;4;0;2;NULL;NULL;2,25;0,032;-1,00
soccer;Iran;Iran PL;1;4;0;2;NULL;NULL;1,90;0,038;-1,00
soccer;Portugalska;Portuguese 2;2;4;0;2;0,00;NULL;2,20;0,04;1,20
tennis;svet;MUSOpenQual;2;4;0;2;0,00;NULL;1,45;0,055;0,45
tennis;svet;MUSOpenQual;2;4;0;2;0,00;NULL;2,80;0,097;-1,00
tennis;svet;MUSOpenQual;2;4;0;2;0,00;NULL;1,65;0,031;0,65
tennis;svet;MUSOpenQual;2;4;0;2;0,00;NULL;1,80;0,042;0,80
tennis;svet;MUSOpenQual;2;4;0;2;0,00;NULL;1,70;0,063;0,70
tennis;svet;MUSOpenQual;2;4;0;2;0,00;NULL;1,45;0,035;0,45
tennis;svet;MUSOpenQual;1;4;0;2;0,00;NULL;1,75;0,035;0,75
tennis;svet;MUSOpenQual;2;4;0;2;0,00;NULL;1,90;0,032;-1,00
tennis;svet;MUSOpenQual;1;4;0;2;0,00;NULL;1,85;0,043;0,85
tennis;svet;WUSOpenQual;1;4;0;2;0,00;NULL;1,30;0,033;-1,00
tennis;svet;WUSOpenQual;2;4;0;2;0,00;NULL;1,40;0,032;0,40
tennis;svet;WUSOpenQual;1;4;0;2;0,00;NULL;1,35;0,052;0,35
tennis;svet;WUSOpenQual;1;4;0;2;0,00;NULL;1,80;0,045;-1,00
tennis;svet;WUSOpenQual;2;4;0;2;0,00;NULL;1,38;0,038;0,38
tennis;svet;WUSOpenQual;1;4;0;2;0,00;NULL;1,55;0,035;0,55
soccer;Portugalska;Portuguese 2;2;4;0;2;0,00;NULL;1,96;0,031;-1,00
soccer;Švedska;Swedish Cup;2;4;0;2;NULL;NULL;1,65;0,034;-1,00
soccer;Portugalska;Portuguese 2;2;4;0;4;NULL;2,50;1,60;0,037;0,60
tennis;svet;MUSOpenQual;2;4;0;2;0,00;NULL;1,25;0,043;0,25
tennis;svet;WUSOpenQual;1;4;0;2;0,00;NULL;1,30;0,033;-1,00
tennis;svet;MUSOpenQual;2;4;0;2;0,00;NULL;1,25;0,039;0,25
tennis;svet;MUSOpenQual;2;4;0;2;0,00;NULL;1,70;0,038;0,70
tennis;svet;WUSOpenQual;1;4;0;2;0,00;NULL;1,65;0,046;-1,00
tennis;svet;MUSOpenQual;2;4;0;2;0,00;NULL;1,65;0,031;0,65
soccer;Mednarodni;UEFA CL-Q;1;4;0;2;NULL;NULL;1,65;0,037;0,65
soccer;Mednarodni;UEFA CL-Q;2;4;1;4;NULL;1,50;1,55;0,035;0,55
tennis;svet;MUSOpenQual;2;4;0;2;0,00;NULL;1,85;0,035;0,85
tennis;svet;Winston R16;1;4;0;2;0,00;NULL;1,85;0,048;0,85
Basketball;Mednarodni;World Int Fr;2;4;0;2;NULL;NULL;1,60;0,043;-1,00
tennis;svet;WUSOpenQual;2;4;0;2;0,00;NULL;1,40;0,048;0,40
soccer;Argentina;ArgentineCup;2;4;0;2;NULL;NULL;5,35;0,032;-1,00
Basketball;Mednarodni;World Int Fr;1;4;0;2;NULL;NULL;1,45;0,037;0,45
soccer;Mednarodni;CONCACAF CL;2;5;0;2;NULL;NULL;1,50;0,034;-1,00
Basketball;Mednarodni;World Int Fr;2;5;0;2;NULL;NULL;1,60;0,049;0,60
tennis;svet;M Manerb 16;1;5;0;2;0,00;NULL;1,80;0,042;0,80
tennis;svet;M Manerb 16;2;5;0;2;0,00;NULL;2,00;0,039;-1,00
soccer;Mednarodni;UEFA ELQ;2;5;0;4;NULL;2,50;1,60;0,034;-1,00
tennis;svet;MUSOpenQual;2;5;0;2;0,00;NULL;1,70;0,054;0,70
Basketball;Mednarodni;World Int Fr;1;5;0;2;NULL;NULL;1,50;0,04;-1,00
soccer;Mednarodni;UEFA ELQ;2;5;0;2;NULL;NULL;1,80;0,047;-1,00
soccer;Mednarodni;UEFA ELQ;2;5;0;2;NULL;NULL;3,20;0,037;-1,00
tennis;svet;WUSOpenQual;2;5;0;2;0,00;NULL;1,35;0,032;0,35
soccer;Mednarodni;UEFA ELQ;x2;5;0;2;NULL;NULL;3,60;0,032;-1,00
soccer;Islandija;Iceland 1dei;x2;5;0;2;NULL;NULL;2,10;0,034;-1,00
Basketball;Mednarodni;World Int Fr;2;5;0;2;NULL;NULL;1,40;0,046;0,40
tennis;svet;MUSOpenQual;1;5;0;2;0,00;NULL;1,80;0,055;-1,00
Basketball;Mednarodni;World Int Fr;1;5;0;2;NULL;NULL;1,55;0,033;0,55
tennis;svet;MUSOpenQual;2;5;0;2;0,00;NULL;1,60;0,043;0,60
Basketball;ZDA;WNBA;2;6;0;2;NULL;NULL;1,40;0,039;0,40
soccer;Mednarodni;CONCACAF CL;x2;6;0;2;NULL;NULL;4,85;0,083;-1,00
soccer;Mednarodni;CONCACAF CL;1;6;0;2;NULL;NULL;1,50;0,031;0,50
soccer;Rusija;Russia  P L;2;6;0;2;NULL;NULL;2,00;0,083;-1,00
soccer;Litva;Lithuania A.;1;6;0;4;NULL;2,50;1,55;0,045;0,55
Basketball;Mednarodni;World Int Fr;2;6;0;2;NULL;NULL;2,00;0,044;1,00
soccer;Francija;France 3;2;6;0;2;0,00;NULL;2,09;0,037;1,09
soccer;Bolgarija;Bulgaria;1;6;0;4;NULL;2,50;1,85;0,038;-1,00
tennis;svet;MUSOpenQual;1;6;0;2;0,00;NULL;1,30;0,035;0,30
tennis;svet;MUSOpenQual;2;6;0;2;0,00;NULL;1,50;0,038;0,50
soccer;Francija;French 2;2;6;0;2;0,00;NULL;1,93;0,032;0,93
soccer;Francija;France 3;1;6;0;2;NULL;NULL;2,40;0,033;1,40
soccer;Srbija;Serbia SL;2;6;0;4;NULL;2,50;1,55;0,033;0,55
Basketball;Mednarodni;World Int Fr;2;6;0;2;NULL;NULL;8,00;0,036;-1,00
soccer;Škotska;Scot 1;1;6;0;2;NULL;NULL;1,65;0,035;0,65
soccer;Irska;Irish Div1;2;6;0;2;NULL;NULL;1,45;0,04;0,45
Basketball;ZDA;WNBA;1;7;0;2;NULL;NULL;1,70;0,035;0,70
soccer;Mehika;Mexican;2;7;0;2;0,00;NULL;1,94;0,039;-1,00
soccer;ZDA;USA (MLS);2;7;0;2;NULL;NULL;2,30;0,032;-1,00
soccer;J. Koreja;Korean;2;7;0;4;NULL;2,50;1,65;0,033;-1,00
soccer;Finska;Finnish Y;1;7;0;4;NULL;2,50;1,55;0,033;0,55
soccer;Anglija;Eng L2;2;7;0;2;NULL;NULL;3,20;0,035;2,20
soccer;Islandija;Iceland 1dei;1;7;0;2;-1,00;NULL;2,17;0,031;1,17
soccer;Švedska;Sweden South;1;7;0;2;NULL;NULL;2,20;0,043;-1,00
soccer;Škotska;Scot 1;2;7;0;2;NULL;NULL;3,75;0,043;-1,00
soccer;Škotska;Scot 2;1;7;0;2;NULL;NULL;1,45;0,036;0,45
soccer;Švedska;Superettan;2;7;0;2;NULL;NULL;1,55;0,039;-1,00
soccer;Anglija;Eng L1;2;7;0;2;0,00;NULL;2,39;0,052;-1,00
soccer;Anglija;Eng L1;2;7;0;4;NULL;2,50;1,80;0,035;0,80
soccer;Anglija;Eng L2;2;7;0;2;0,00;NULL;2,30;0,04;1,30
soccer;Škotska;Scot 3;2;7;0;2;0,00;NULL;2,14;0,035;1,14
soccer;Anglija;Eng L1;2;7;0;2;NULL;NULL;3,30;0,033;-1,00
soccer;Izrael;Israel Prem;2;7;0;2;NULL;NULL;1,65;0,052;-1,00
soccer;Srbija;Serbia SL;x2;7;0;2;NULL;NULL;1,94;0,075;0,94
soccer;Islandija;Iceland 1dei;1;7;0;2;NULL;NULL;1,50;0,031;0,50
soccer;Portugalska;Portuguese;2;7;0;4;NULL;2,50;1,60;0,032;-1,00
Basketball;Mednarodni;World Int Fr;2;7;0;2;NULL;NULL;4,20;0,057;-1,00
soccer;Slovenija;SloveniaPrva;1;7;0;4;NULL;2,50;1,65;0,047;0,65
soccer;Švica;Swiss 2;2;7;1;4;NULL;1,50;1,52;0,035;-1,00
soccer;Poljska;Poland O E;1;7;0;2;NULL;NULL;1,85;0,033;0,85
Basketball;Mednarodni;World Int Fr;1;7;0;2;NULL;NULL;1,20;0,053;-1,00
soccer;Italija;Serie A;2;7;0;2;0,00;NULL;2,01;0,035;1,01
soccer;Grčija;Greek;2;7;0;2;0,00;NULL;2,07;0,044;1,07
soccer;Ukrajina;Ukraine P L;1;7;0;2;NULL;NULL;1,55;0,04;0,55
soccer;Hrvaška;Croati 1.HNL;1;7;0;2;NULL;NULL;1,80;0,058;0,80
soccer;Slovaška;Slovakia CL;1;7;0;2;NULL;NULL;1,70;0,035;0,70
soccer;Slovaška;Slovakia CL;2;7;0;2;NULL;NULL;1,75;0,034;0,75
Handball;Nemčija;GerBundes 3;2;7;0;2;NULL;NULL;1,60;0,037;0,60
Handball;Nemčija;GerBundes 3;2;7;0;2;NULL;NULL;2,35;0,033;1,35
soccer;Srbija;Serbia SL;1;7;0;2;NULL;NULL;2,20;0,047;-1,00
soccer;Slovenija;SloveniaPrva;2;7;0;2;0,00;NULL;1,96;0,04;0,96
soccer;Slovenija;SloveniaPrva;2;7;1;4;NULL;1,50;1,55;0,034;0,55
soccer;Turčija;Turkey SL;2;7;0;2;NULL;NULL;2,00;0,052;1,00
soccer;Grčija;Greek;2;7;0;4;NULL;2,50;1,50;0,033;0,50
soccer;Italija;Serie A;2;7;0;2;NULL;NULL;7,65;0,033;-1,00
soccer;ZDA;USA (MLS);1;7;0;4;NULL;2,50;1,70;0,041;0,70
soccer;Španija;La Liga;1;7;0;2;-2,00;NULL;1,85;0,033;0,85
Basketball;ZDA;WNBA;2;1;0;2;NULL;NULL;1,40;0,034;0,40
Basketball;ZDA;WNBA;2;1;0;2;NULL;NULL;1,70;0,035;0,70
soccer;Argentina;Argentine;2;1;0;2;0,00;NULL;2,19;0,033;-1,00
soccer;J. Koreja;Korean;2;1;0;2;0,00;NULL;1,76;0,048;0,76
soccer;J. Koreja;Korea Chal;2;1;0;2;NULL;NULL;3,85;0,042;-1,00
Basketball;Mednarodni;World Int Fr;1;1;0;2;NULL;NULL;3,65;0,033;-1,00
soccer;Belgija;Belgian 2;2;1;0;2;NULL;NULL;1,65;0,038;0,65
soccer;Belgija;Argentina B;2;1;0;4;NULL;2,50;1,80;0,102;-1,00
soccer;Belgija;Belgian 2;2;1;0;4;NULL;2,50;2,20;0,054;1,20
soccer;Belgija;Belgian 2;2;1;1;4;NULL;1,50;1,65;0,068;-1,00
tennis;svet;M Manerb F;1;1;0;2;0,00;NULL;1,55;0,046;0,55
soccer;Ukrajina;Ukraine P L;2;1;0;4;NULL;2,50;1,65;0,033;0,65
soccer;Avstrija;Austrian;1;1;0;2;NULL;NULL;3,00;0,032;-1,00
soccer;Avstrija;Austrian;1;1;0;2;0,00;NULL;2,19;0,041;-1,00
soccer;Švedska;Sweden North;2;1;0;2;NULL;NULL;2,80;0,039;1,80
soccer;Srbija;Serbia SL;2;1;0;4;NULL;2,50;1,80;0,033;-1,00
soccer;Belorusija;Belarus 1;2;1;0;4;NULL;2,50;1,60;0,045;0,60
soccer;Belorusija;Belarus 1;2;1;0;2;NULL;NULL;1,90;0,037;0,90
Hockey;Rusija;Russia KHL 3;2;1;0;2;NULL;NULL;2,45;0,031;-1,00
soccer;Slovenija;SloveniaPrva;1;1;0;2;NULL;NULL;1,40;0,033;0,40
soccer;Turčija;Turkey 2;2;1;0;2;NULL;NULL;3,00;0,031;2,00
soccer;Norveška;Norwegian 1;2;1;0;2;0,00;NULL;2,20;0,037;-1,00
soccer;Grčija;Greek;x2;1;0;2;NULL;NULL;1,94;0,031;0,94
soccer;Belorusija;Belarus 1;2;1;0;2;NULL;NULL;1,95;0,053;0,95
soccer;Ukrajina;Ukraine P L;1;1;1;4;NULL;1,50;2,15;0,061;-1,00
soccer;Romunija;Romania 1;1;1;0;2;NULL;NULL;1,60;0,037;0,60
soccer;Slovaška;Slovakia CL;2;1;0;2;NULL;NULL;2,30;0,051;-1,00
soccer;Portugalska;Portuguese;2;1;0;2;NULL;NULL;1,45;0,037;0,45
Basketball;Mednarodni;World Int Fr;1;1;0;2;NULL;NULL;1,55;0,037;0,55
soccer;Španija;La Liga;1;1;0;2;NULL;NULL;1,50;0,037;-1,00
soccer;Italija;Serie A;2;1;0;2;NULL;NULL;1,70;0,033;0,70
soccer;Italija;Serie A;1;1;0;2;NULL;NULL;1,50;0,035;-1,00
soccer;Italija;Serie A;1;1;0;2;-1,00;NULL;2,28;0,062;-1,00
soccer;Španija;La Liga;1;1;0;2;NULL;NULL;1,95;0,031;-1,00
soccer;Rusija;Russia FNL;1;2;0;2;NULL;NULL;4,60;0,035;3,60
soccer;Anglija;Eng. Conf.;1;2;0;2;NULL;NULL;1,68;0,031;-1,00
tennis;svet;MUSOpenR1;1;2;1;2;0,00;NULL;4,50;0,035;-1,00
tennis;svet;WUSOpenR1;2;2;0;2;-1,50;NULL;4,30;0,043;-1,00
tennis;svet;WUSOpenR1;2;2;0;2;1,50;NULL;2,95;0,047;1,95
Hockey;Rusija;Russia KHL 3;2;2;0;2;1,00;NULL;2,04;0,032;1,04
tennis;svet;MUSOpenR1;2;2;0;2;0,00;NULL;1,65;0,034;-1,00
Hockey;Rusija;Russia KHL 3;2;2;0;2;NULL;NULL;1,65;0,036;0,65
Hockey;Mednarodni;Europe CF 3;1;2;0;2;NULL;NULL;1,60;0,032;0,60
soccer;Rusija;Russia FNL;1;2;0;2;NULL;NULL;2,30;0,032;1,30
soccer;Estonija;Estonia;1;2;0;2;NULL;NULL;2,00;0,047;1,00
tennis;svet;WUSOpenR1;2;2;1;2;0,00;NULL;1,65;0,038;0,65
tennis;svet;WUSOpenR1;2;2;0;2;1,50;NULL;2,35;0,053;1,35
tennis;svet;WUSOpenR1;2;2;0;2;0,00;NULL;1,55;0,035;0,55
tennis;svet;MUSOpenR1;1;2;1;2;0,00;NULL;2,90;0,049;1,90
soccer;Portugalska;Portuguese 2;2;2;0;4;NULL;2,50;1,55;0,038;-1,00
soccer;Belorusija;Belarus 1;x;2;0;2;NULL;NULL;5,05;0,281;-1,00
soccer;Rusija;Russia FNL;2;2;0;2;NULL;NULL;2,30;0,037;1,30
tennis;svet;WUSOpenR1;2;2;0;2;1,50;NULL;2,70;0,052;1,70
Hockey;Rusija;Russia KHL 3;2;3;0;2;NULL;NULL;4,25;0,177;3,25
tennis;svet;WUSOpenR1;1;3;0;2;-1,50;NULL;2,00;0,037;-1,00
tennis;svet;WUSOpenR1;1;3;0;2;0,00;NULL;1,40;0,042;0,40
soccer;Danska;Danish Cup;1;3;0;2;NULL;NULL;9,00;0,033;-1,00
soccer;Danska;Danish Cup;2;3;0;2;NULL;NULL;2,10;0,039;-1,00
soccer;Danska;Danish Cup;1;3;0;4;NULL;2,50;1,65;0,034;0,65
Hockey;Mednarodni;Europe CF 3;2;3;0;2;NULL;NULL;1,80;0,042;0,80
soccer;Anglija;EngJP Trophy;1;3;0;2;NULL;NULL;2,30;0,034;1,30
soccer;Škotska;Scot 2;2;3;0;2;NULL;NULL;4,05;0,031;-1,00
soccer;Brazilija;Brazil Ser B;1;4;0;2;NULL;NULL;1,40;0,034;0,40
soccer;Japonska;Japan L Cup;1;4;0;2;NULL;NULL;2,95;0,046;1,95
soccer;Japonska;Japan L Cup;1;4;0;2;0,00;NULL;2,13;0,051;1,13
soccer;Japonska;Japan L Cup;2;4;0;2;0,00;NULL;2,04;0,064;1,04
soccer;Japonska;Japan L Cup;2;4;0;2;NULL;NULL;2,85;0,04;1,85
tennis;svet;WUSOpenR2;1;4;0;2;-1,50;NULL;2,70;0,035;-1,00
tennis;svet;WUSOpenR2;2;4;0;2;0,00;NULL;1,70;0,045;-1,00
tennis;svet;WUSOpenR2;2;4;1;2;0,00;NULL;1,78;0,043;-1,00
tennis;svet;WUSOpenR2;2;4;0;2;1,50;NULL;2,90;0,076;-1,00
soccer;Španija;Spain Cup;2;4;0;4;NULL;2,50;1,55;0,046;-1,00
Hockey;Mednarodni;Europe CF 3;2;4;0;2;NULL;NULL;2,25;0,033;1,25
Basketball;Mednarodni;Fiba Am Cham;1;4;0;2;NULL;NULL;1,32;0,052;0,32
tennis;svet;WUSOpenR2;1;4;0;2;0,00;NULL;1,90;0,032;-1,00
Handball;Nemčija;GerBundes 3;2;4;0;2;NULL;NULL;11,00;0,031;-1,00
soccer;Španija;Spain Cup;1;4;0;2;NULL;NULL;1,55;0,038;-1,00
soccer;Mednarodni;Club Friendl;x2;4;0;2;NULL;NULL;2,55;0,063;1,55
tennis;svet;MUSOpenR2;1;4;0;2;0,00;NULL;1,50;0,036;0,50
soccer;Brazilija;Brazil Ser A;1;5;1;2;NULL;NULL;2,16;0,035;-1,00
soccer;Brazilija;Brazil Ser A;1;5;0;2;NULL;NULL;1,63;0,042;-1,00
Baseball;ZDA;MLB;1;5;0;4;NULL;6,50;1,80;0,038;0,80
tennis;svet;Bangkok R16;2;5;0;2;0,00;NULL;1,95;0,044;0,95
soccer;Mednarodni;FIFA WCQ Asi;1;5;0;4;NULL;6,50;1,90;0,035;-1,00
soccer;Mednarodni;FIFA WCQ Asi;1;5;0;2;-5,00;NULL;1,70;0,031;-1,00
soccer;Mednarodni;FIFA WCQ Asi;1;5;0;2;-4,00;NULL;1,75;0,039;0,75
soccer;Mednarodni;FIFA WCQ Asi;1;5;0;4;NULL;5,50;1,82;0,043;0,82
soccer;Mednarodni;Intl Friendl;1;5;0;2;-1,00;NULL;2,05;0,031;1,05
soccer;Mednarodni;UEFA U21ChII;2;5;0;2;NULL;NULL;1,85;0,056;-1,00
soccer;Mednarodni;UEFA U21ChII;2;5;0;2;NULL;NULL;6,30;0,045;-1,00
tennis;svet;WUSOpenR2;1;5;0;2;1,50;NULL;4,30;0,034;-1,00
soccer;Mednarodni;FIFA WCQ Asi;2;5;0;2;0,00;NULL;2,30;0,032;1,30
soccer;Mednarodni;FIFA WCQ Asi;2;5;0;4;NULL;2,50;1,75;0,038;0,75
soccer;Mednarodni;FIFA WCQ Asi;1;5;0;4;NULL;2,50;1,90;0,052;-1,00
soccer;Mednarodni;FIFA WCQ Asi;1;5;0;2;-1,00;NULL;2,35;0,125;-1,00
soccer;Mednarodni;FIFA WCQ Asi;1;5;0;2;-6,00;NULL;1,70;0,083;-1,00
Hockey;Mednarodni;Eur ChamHL 3;2;5;0;2;NULL;NULL;1,95;0,039;-1,00
Basketball;Mednarodni;Fiba Am Cham;2;5;0;2;NULL;NULL;1,50;0,037;0,50
soccer;Mednarodni;Club Friendl;1;5;0;2;NULL;NULL;2,00;0,031;-1,00
soccer;Mednarodni;Club Friendl;1x;5;0;2;NULL;NULL;3,40;0,036;2,40
Handball;Danska;Den HB;1;5;0;2;NULL;NULL;1,65;0,052;0,65
soccer;Mednarodni;UEFA EURO-Q;2;5;1;4;NULL;1,50;1,55;0,033;-1,00
soccer;Argentina;ArgentineCup;2;5;0;4;NULL;2,50;1,45;0,033;0,45
Basketball;ZDA;WNBA;1;6;0;2;NULL;NULL;1,85;0,039;-1,00
Basketball;ZDA;WNBA;1;6;0;2;NULL;NULL;1,46;0,049;0,46
tennis;svet;WUSOpenR3;2;6;0;2;1,50;NULL;2,90;0,031;-1,00
tennis;svet;WUSOpenR3;1;6;0;2;-1,50;NULL;2,30;0,034;-1,00
tennis;svet;WUSOpenR3;1;6;0;2;-1,50;NULL;2,95;0,034;1,95
tennis;svet;WUSOpenR3;1;6;0;2;0,00;NULL;1,52;0,039;0,52
soccer;Mednarodni;UEFA U21ChII;2;6;0;2;NULL;NULL;10,00;0,031;-1,00
soccer;Mednarodni;UEFA U21ChII;1x;6;0;2;NULL;NULL;3,45;0,032;-1,00
soccer;Mednarodni;UEFA U21ChII;x2;6;0;2;NULL;NULL;6,00;0,054;-1,00
Hockey;Mednarodni;Europe CF 3;2;6;0;2;NULL;NULL;2,15;0,052;1,15
Hockey;Mednarodni;Europe CF 3;2;6;0;2;NULL;NULL;1,80;0,057;0,80
soccer;Mednarodni;Uhren Cup;2;6;0;2;NULL;NULL;3,20;0,039;-1,00
soccer;Mednarodni;FIFAWCQNCAC;1x;6;0;2;NULL;NULL;2,35;0,069;-1,00
soccer;Mednarodni;Intl Friendl;2;7;0;2;0,00;NULL;3,05;0,124;-1,00
soccer;Mednarodni;Intl Friendl;2;7;0;2;NULL;NULL;4,20;0,032;-1,00
soccer;Paragvaj;Paraguay;1;7;0;2;NULL;NULL;1,80;0,032;0,80
Basketball;ZDA;WNBA;1;7;0;2;NULL;NULL;1,65;0,032;-1,00
tennis;svet;MUSOpenR3;2;7;1;2;0,00;NULL;3,20;0,036;-1,00
Basketball;Mednarodni;Fiba Am Cham;2;7;0;2;NULL;NULL;7,00;0,039;-1,00
soccer;Mednarodni;Intl Friendl;2;7;0;4;NULL;2,50;1,65;0,038;0,65
soccer;Mednarodni;Intl Friendl;1;7;0;2;NULL;NULL;3,50;0,031;-1,00
soccer;Mednarodni;Intl Friendl;1;7;0;2;NULL;NULL;1,45;0,038;-1,00
soccer;J. Koreja;Korea Chal;2;7;0;2;NULL;NULL;3,50;0,033;-1,00
soccer;Japonska;Japan Cup;2;7;0;2;NULL;NULL;4,35;0,031;3,35
soccer;Japonska;Japan Cup;2;7;0;2;0,00;NULL;3,20;0,128;2,20
soccer;Japonska;Japan Cup;1;7;0;2;NULL;NULL;1,35;0,035;0,35
soccer;Japonska;Japan Cup;1;7;0;2;NULL;NULL;1,65;0,031;0,65
soccer;Japonska;Japan Cup;1;7;0;4;NULL;2,50;1,65;0,038;0,65
soccer;Mednarodni;Afri N Cup Q;2;7;0;4;NULL;2,50;1,80;0,048;0,80
Basketball;Mednarodni;Eurobasket;1;7;0;2;NULL;NULL;1,45;0,054;0,45
Hockey;Mednarodni;Eur ChamHL 3;1;7;0;2;NULL;NULL;1,90;0,035;0,90
Hockey;Mednarodni;Europe CF 3;2;7;0;2;NULL;NULL;1,85;0,049;0,85
soccer;Škotska;Scot 1;1;7;0;2;NULL;NULL;1,85;0,035;-1,00
soccer;Škotska;Scot 2;2;7;0;2;NULL;NULL;2,10;0,042;1,10
soccer;Škotska;Scot 2;1;7;0;2;NULL;NULL;1,80;0,045;-1,00
soccer;Anglija;Eng L1;2;7;0;4;NULL;2,50;1,75;0,047;-1,00
soccer;Anglija;Eng L2;2;7;0;2;0,00;NULL;2,05;0,032;1,05
soccer;Škotska;Scot 2;1;7;0;4;NULL;2,50;1,65;0,034;0,65
soccer;Škotska;Scot 3;1;7;0;4;NULL;2,50;1,65;0,061;-1,00
soccer;Škotska;Scot 3;2;7;0;4;NULL;2,50;2,00;0,035;1,00
soccer;Anglija;Eng. Conf.;1;7;0;2;NULL;NULL;2,55;0,034;-1,00
soccer;Mednarodni;Afri N Cup Q;2;7;0;4;NULL;2,50;1,50;0,036;0,50
soccer;Severna Irska;N. Ireland P;2;7;0;4;NULL;2,50;2,10;0,048;-1,00
soccer;Irska;Irish;1;7;0;2;NULL;NULL;1,55;0,031;-1,00
soccer;Mednarodni;UEFA U21ChII;2;7;0;2;NULL;NULL;1,70;0,058;-1,00
soccer;Mednarodni;UEFA U21ChII;1x;7;0;2;NULL;NULL;2,30;0,042;1,30
tennis;svet;WUSOpenR3;2;7;0;2;1,50;NULL;2,90;0,031;-1,00
soccer;Islandija;Iceland 1dei;1;7;0;2;NULL;NULL;2,00;0,049;-1,00
soccer;Islandija;Iceland 1dei;1;7;0;2;NULL;NULL;6,00;0,08;-1,00
tennis;svet;WUSOpenR3;1;7;0;2;-1,50;NULL;2,30;0,034;-1,00
tennis;svet;WUSOpenR3;1;7;0;2;0,00;NULL;1,52;0,039;0,52
Basketball;Mednarodni;Eurobasket;2;7;0;2;NULL;NULL;1,70;0,039;-1,00
Basketball;Mednarodni;Eurobasket;2;7;0;2;NULL;NULL;1,55;0,041;0,55
soccer;Mednarodni;Afri N Cup Q;1;7;0;4;NULL;2,50;1,65;0,037;0,65
soccer;Mednarodni;Afri N Cup Q;2;7;0;2;NULL;NULL;1,25;0,031;0,25
Handball;Španija;Spain L A 3;2;7;0;2;NULL;NULL;5,40;0,031;-1,00
soccer;Mednarodni;Afri N Cup Q;1;7;0;2;0,00;NULL;2,19;0,032;-1,00
Handball;Španija;Spain L A 3;2;7;0;2;NULL;NULL;11,00;0,047;-1,00
soccer;Irska;Irish;1;7;0;4;NULL;2,50;1,60;0,035;0,60
soccer;Irska;Irish;2;7;0;2;NULL;NULL;1,80;0,034;-1,00
Hockey;Mednarodni;Eur ChamHL 3;1;7;0;2;NULL;NULL;1,90;0,046;0,90
Basketball;Mednarodni;Eurobasket;1;7;0;2;NULL;NULL;1,60;0,055;0,60
Basketball;Mednarodni;Eurobasket;1;7;0;2;NULL;NULL;1,35;0,044;0,35
soccer;Irska;Irish Div1;1;7;0;2;-1,00;NULL;2,25;0,047;-1,00
soccer;Irska;Irish Div1;1;7;0;2;NULL;NULL;1,43;0,033;-1,00
soccer;Irska;Irish Div1;2;7;0;2;NULL;NULL;7,30;0,036;-1,00
tennis;svet;WUSOpenR3;2;1;0;2;-1,50;NULL;4,60;0,033;-1,00
